gene	tpm
ENSG00000189410	1.243
ENSG00000189420	0.351
ENSG00000189430	0.583
ENSG00000189431	5.41
ENSG00000189433	26.076
ENSG00000196071	0.02
ENSG00000196072	39.076
ENSG00000196074	8.329
ENSG00000196081	1.117
ENSG00000196083	13.275
ENSG00000196090	17.104
ENSG00000196091	118.679
ENSG00000196092	0.72
ENSG00000196098	0.038
ENSG00000196099	0
ENSG00000196104	1.036
ENSG00000196109	0.07
ENSG00000196110	2.919
ENSG00000196116	27.326
ENSG00000196118	9.316
ENSG00000196119	0.033
ENSG00000196123	19.873
ENSG00000196126	1741.733
ENSG00000196131	0.007
ENSG00000196132	0.65
ENSG00000196136	23.72
ENSG00000196139	11.1
ENSG00000196141	103.265
ENSG00000196150	13.351
ENSG00000196151	15.217
ENSG00000196152	4.082
ENSG00000196154	118.232
ENSG00000196155	4.507
ENSG00000196156	0.075
ENSG00000196159	1.766
ENSG00000196166	0.042
ENSG00000196169	43.789
ENSG00000196171	0
ENSG00000196172	1.862
ENSG00000196177	14.339
ENSG00000196182	35.524
ENSG00000196184	0.318
ENSG00000196187	22.369
ENSG00000196188	20.418
ENSG00000196189	38.277
ENSG00000196196	0.531
ENSG00000196199	26.384
ENSG00000196208	1.011
ENSG00000196209	0.525
ENSG00000196214	17.791
ENSG00000196218	2.979
ENSG00000196220	6.627
ENSG00000196224	0.112
ENSG00000196227	13.896
ENSG00000196228	0.376
ENSG00000196230	192.581
ENSG00000196233	20.253
ENSG00000196235	82.895
ENSG00000196236	7.231
ENSG00000196240	0.077
ENSG00000196242	0.042
ENSG00000196247	9.706
ENSG00000196248	0
ENSG00000196260	8.153
ENSG00000196262	2654.076
ENSG00000196263	5.683
ENSG00000196266	0.107
ENSG00000196267	7.622
ENSG00000196268	14.783
ENSG00000196275	20.161
ENSG00000196277	9.27
ENSG00000196284	11.157
ENSG00000196289	0.179
ENSG00000196290	23.556
ENSG00000196296	3.624
ENSG00000196305	45.914
ENSG00000196312	30.638
ENSG00000196313	8.362
ENSG00000196323	15.891
ENSG00000196329	10.303
ENSG00000196335	0.568
ENSG00000196337	2.574
ENSG00000196338	0.934
ENSG00000196341	0.116
ENSG00000196344	4.156
ENSG00000196345	2.708
ENSG00000196350	0.005
ENSG00000196352	116.097
ENSG00000196353	3.376
ENSG00000196357	6.423
ENSG00000196358	2.986
ENSG00000196361	0.234
ENSG00000196363	16.482
ENSG00000196365	33.206
ENSG00000196367	10.105
ENSG00000196368	1.449
ENSG00000196369	3.011
ENSG00000196371	9.863
ENSG00000196372	11.993
ENSG00000196376	0.142
ENSG00000196378	8.143
ENSG00000196381	2.111
ENSG00000196383	0.02
ENSG00000196387	31.852
ENSG00000196388	1.705
ENSG00000196391	1.986
ENSG00000196396	49.646
ENSG00000196405	47.795
ENSG00000196406	0.25
ENSG00000196407	6.134
ENSG00000196408	19.109
ENSG00000196411	15.089
ENSG00000196415	4.296
ENSG00000196417	5.395
ENSG00000196418	5.13
ENSG00000196419	298.363
ENSG00000196420	1.014
ENSG00000196421	24.652
ENSG00000196422	11.37
ENSG00000196427	0.828
ENSG00000196428	44.708
ENSG00000196431	14.777
ENSG00000196433	0.411
ENSG00000196436	2.294
ENSG00000196437	4.929
ENSG00000196440	7.049
ENSG00000196449	22.747
ENSG00000196453	6.811
ENSG00000196455	15.466
ENSG00000196456	10.746
ENSG00000196458	7.03
ENSG00000196459	10.186
ENSG00000196460	0.859
ENSG00000196465	80.865
ENSG00000196466	5.704
ENSG00000196468	0.243
ENSG00000196470	47.706
ENSG00000196475	0
ENSG00000196476	11.034
ENSG00000196482	14.354
ENSG00000196497	22.146
ENSG00000196498	59.07
ENSG00000196502	8.82
ENSG00000196503	1.254
ENSG00000196504	105.351
ENSG00000196505	12.408
ENSG00000196507	16.112
ENSG00000196510	48.168
ENSG00000196511	4.413
ENSG00000196517	6.434
ENSG00000196526	16.544
ENSG00000196531	1151.031
ENSG00000196535	19.352
ENSG00000196539	0.071
ENSG00000196542	19.526
ENSG00000196544	9.272
ENSG00000196547	24.816
ENSG00000196549	1.725
ENSG00000196550	2.551
ENSG00000196553	0.592
ENSG00000196557	0.761
ENSG00000196562	51.601
ENSG00000196565	19.563
ENSG00000196569	3.602
ENSG00000196570	0.082
ENSG00000196576	97.813
ENSG00000196578	0.011
ENSG00000196581	0.426
ENSG00000196584	1.326
ENSG00000196586	75.255
ENSG00000196588	13.15
ENSG00000196589	2.996
ENSG00000196591	142.449
ENSG00000196597	2.414
ENSG00000196600	0.061
ENSG00000196604	0.149
ENSG00000196605	14.746
ENSG00000196611	14.005
ENSG00000196616	4.086
ENSG00000196620	0.503
ENSG00000196628	119.459
ENSG00000196632	6.363
ENSG00000196636	24.671
ENSG00000196639	7.575
ENSG00000196642	31.003
ENSG00000196646	10.109
ENSG00000196652	5.867
ENSG00000196653	3.969
ENSG00000196655	121.676
ENSG00000196659	4.137
ENSG00000196660	1.008
ENSG00000196663	10.668
ENSG00000196664	0.551
ENSG00000196666	0.135
ENSG00000196670	18.195
ENSG00000196678	16.945
ENSG00000196683	487.172
ENSG00000196684	19.91
ENSG00000196689	4.51
ENSG00000196693	15.801
ENSG00000196700	9.53
ENSG00000196704	77.877
ENSG00000196705	11.704
ENSG00000196711	1.952
ENSG00000196712	24.337
ENSG00000196715	7.687
ENSG00000196724	7.936
ENSG00000196730	14.872
ENSG00000196734	1.971
ENSG00000196735	624.196
ENSG00000196739	91.524
ENSG00000196743	27.183
ENSG00000196747	5.183
ENSG00000196748	1.362
ENSG00000196754	272.968
ENSG00000196757	10.206
ENSG00000196767	0.008
ENSG00000196772	0.011
ENSG00000196776	216.585
ENSG00000196778	0.01
ENSG00000196781	54.8
ENSG00000196782	5.713
ENSG00000196787	4.234
ENSG00000196792	15.835
ENSG00000196793	1.74
ENSG00000196800	1.187
ENSG00000196805	5.254
ENSG00000196811	3.611
ENSG00000196812	11.973
ENSG00000196814	5.369
ENSG00000196821	25.671
ENSG00000196832	0.012
ENSG00000196834	0.287
ENSG00000196839	102.569
ENSG00000196843	97.307
ENSG00000196844	0.973
ENSG00000196850	22.714
ENSG00000196859	0.559
ENSG00000196860	0.044
ENSG00000196862	0.419
ENSG00000196865	9.6
ENSG00000196866	11.417
ENSG00000196867	5.139
ENSG00000196872	11.645
ENSG00000196873	43.925
ENSG00000196876	1.391
ENSG00000196878	88.479
ENSG00000196890	0.16
ENSG00000196900	0
ENSG00000196911	7.757
ENSG00000196912	18.391
ENSG00000196914	42.71
ENSG00000196917	0.742
ENSG00000196923	51.956
ENSG00000196924	226.972
ENSG00000196932	4.404
ENSG00000196935	14.434
ENSG00000196937	29.654
ENSG00000196943	6.372
ENSG00000196944	0
ENSG00000196946	0.179
ENSG00000196950	10.675
ENSG00000196954	71.462
ENSG00000196961	27.456
ENSG00000196967	16.994
ENSG00000196968	8.907
ENSG00000196972	0.388
ENSG00000196975	141.023
ENSG00000196976	30.703
ENSG00000196981	4.253
ENSG00000196990	1.057
ENSG00000196993	0.299
ENSG00000196998	79.198
ENSG00000197006	107.302
ENSG00000197008	9.531
ENSG00000197013	11.9
ENSG00000197016	1.923
ENSG00000197019	92.78
ENSG00000197020	3.458
ENSG00000197021	42.557
ENSG00000197024	7.153
ENSG00000197037	8.683
ENSG00000197043	173.956
ENSG00000197044	3.413
ENSG00000197045	32.959
ENSG00000197046	12.243
ENSG00000197050	10.413
ENSG00000197054	2.684
ENSG00000197056	6.499
ENSG00000197057	0.184
ENSG00000197061	1262.043
ENSG00000197062	10.795
ENSG00000197063	38.232
ENSG00000197070	43.232
ENSG00000197077	30.575
ENSG00000197079	2.53
ENSG00000197081	30.313
ENSG00000197084	5.343
ENSG00000197093	4.434
ENSG00000197102	58.779
ENSG00000197106	0.253
ENSG00000197110	3.612
ENSG00000197111	350.657
ENSG00000197114	34.923
ENSG00000197119	92.489
ENSG00000197121	8.898
ENSG00000197122	20.578
ENSG00000197123	0.015
ENSG00000197124	7.03
ENSG00000197125	0.029
ENSG00000197128	5.594
ENSG00000197134	1.542
ENSG00000197136	12.649
ENSG00000197140	0.73
ENSG00000197142	20.522
ENSG00000197147	13.454
ENSG00000197150	18.75
ENSG00000197153	1.836
ENSG00000197157	83.662
ENSG00000197162	4.495
ENSG00000197165	1.23
ENSG00000197168	1.348
ENSG00000197170	55.146
ENSG00000197172	0.175
ENSG00000197177	0.04
ENSG00000197181	1.433
ENSG00000197183	19.723
ENSG00000197191	18.184
ENSG00000197208	3.844
ENSG00000197213	0.564
ENSG00000197217	28.591
ENSG00000197223	28.458
ENSG00000197226	43.453
ENSG00000197233	0.012
ENSG00000197238	31.835
ENSG00000197241	0.115
ENSG00000197245	4.154
ENSG00000197249	71.947
ENSG00000197253	32.221
ENSG00000197256	21.137
ENSG00000197261	4.534
ENSG00000197265	69.839
ENSG00000197272	3.516
ENSG00000197273	38.198
ENSG00000197275	4.049
ENSG00000197279	8.574
ENSG00000197283	0.776
ENSG00000197296	2.355
ENSG00000197299	6.678
ENSG00000197302	19.481
ENSG00000197309	0.052
ENSG00000197312	7.352
ENSG00000197321	44.257
ENSG00000197323	28.773
ENSG00000197324	71.862
ENSG00000197329	123.531
ENSG00000197343	85.94
ENSG00000197345	93.546
ENSG00000197353	262.077
ENSG00000197355	2.995
ENSG00000197360	0.148
ENSG00000197361	1.43
ENSG00000197362	4.146
ENSG00000197363	5.053
ENSG00000197372	10.369
ENSG00000197375	11.49
ENSG00000197380	1.204
ENSG00000197381	10.399
ENSG00000197385	0.414
ENSG00000197386	16.661
ENSG00000197403	0.048
ENSG00000197405	20.568
ENSG00000197406	2.372
ENSG00000197408	0.377
ENSG00000197409	2.373
ENSG00000197410	0.362
ENSG00000197415	1.934
ENSG00000197416	0.286
ENSG00000197417	7.541
ENSG00000197428	0.003
ENSG00000197429	15.313
ENSG00000197430	0.929
ENSG00000197437	0
ENSG00000197442	23.387
ENSG00000197444	4.22
ENSG00000197446	1.328
ENSG00000197448	227.834
ENSG00000197451	106.892
ENSG00000197454	0
ENSG00000197457	39.811
ENSG00000197461	26.273
ENSG00000197465	0.406
ENSG00000197467	4.161
ENSG00000197471	7.281
ENSG00000197472	1.265
ENSG00000197483	3.225
ENSG00000197487	3.179
ENSG00000197496	7.822
ENSG00000197497	3.613
ENSG00000197498	33.686
ENSG00000197506	17.408
ENSG00000197520	0.378
ENSG00000197530	30.283
ENSG00000197532	0.003
ENSG00000197535	33.303
ENSG00000197540	2.597
ENSG00000197548	26.6
ENSG00000197555	32.503
ENSG00000197557	3.57
ENSG00000197561	3.1
ENSG00000197562	42.195
ENSG00000197563	16.709
ENSG00000197565	2.335
ENSG00000197566	1.757
ENSG00000197576	4.877
ENSG00000197579	28.882
ENSG00000197580	1.867
ENSG00000197584	0.831
ENSG00000197586	58.358
ENSG00000197587	1.108
ENSG00000197591	0
ENSG00000197594	13.347
ENSG00000197599	1.704
ENSG00000197601	21.867
ENSG00000197603	8.729
ENSG00000197608	6.172
ENSG00000197614	4.516
ENSG00000197616	1.045
ENSG00000197617	0.023
ENSG00000197619	5.939
ENSG00000197620	27.382
ENSG00000197622	75.794
ENSG00000197629	3.012
ENSG00000197632	76.094
ENSG00000197635	14.27
ENSG00000197641	27.044
ENSG00000197646	7.963
ENSG00000197647	6.355
ENSG00000197651	0.061
ENSG00000197653	1.452
ENSG00000197658	0.064
ENSG00000197683	0.134
ENSG00000197694	63.722
ENSG00000197696	13.007
ENSG00000197702	9.254
ENSG00000197705	0.451
ENSG00000197706	0.001
ENSG00000197712	34.332
ENSG00000197713	30.164
ENSG00000197714	17.023
ENSG00000197721	10.348
ENSG00000197724	11.559
ENSG00000197728	499.257
ENSG00000197734	0.074
ENSG00000197745	29.206
ENSG00000197746	1006.279
ENSG00000197747	331.091
ENSG00000197748	4.714
ENSG00000197753	2.238
ENSG00000197756	2134.331
ENSG00000197757	1.363
ENSG00000197763	6.392
ENSG00000197766	23.738
ENSG00000197768	0.577
ENSG00000197769	5.082
ENSG00000197771	36.113
ENSG00000197774	7.145
ENSG00000197776	3.213
ENSG00000197779	4.843
ENSG00000197780	29.284
ENSG00000197782	9.515
ENSG00000197785	15.518
ENSG00000197786	0
ENSG00000197790	0.026
ENSG00000197798	23.742
ENSG00000197808	6.302
ENSG00000197816	5.469
ENSG00000197818	8.973
ENSG00000197822	11.023
ENSG00000197826	2.079
ENSG00000197837	5.516
ENSG00000197838	0.179
ENSG00000197841	13.882
ENSG00000197849	0.005
ENSG00000197852	4.31
ENSG00000197857	10.753
ENSG00000197858	75.729
ENSG00000197859	2.791
ENSG00000197860	2.541
ENSG00000197863	3.671
ENSG00000197870	6.537
ENSG00000197872	12.436
ENSG00000197879	118.647
ENSG00000197885	15.605
ENSG00000197887	0
ENSG00000197888	1.18
ENSG00000197889	6.362
ENSG00000197891	0.158
ENSG00000197892	15.432
ENSG00000197893	0.561
ENSG00000197894	95.582
ENSG00000197901	0.225
ENSG00000197903	83.527
ENSG00000197905	8.619
ENSG00000197912	49.191
ENSG00000197915	0.178
ENSG00000197919	0.072
ENSG00000197921	25.556
ENSG00000197928	26.805
ENSG00000197930	20.438
ENSG00000197933	6.216
ENSG00000197935	0.214
ENSG00000197937	4.615
ENSG00000197938	0.044
ENSG00000197943	13.9
ENSG00000197948	8.585
ENSG00000197951	4.055
ENSG00000197953	1.695
ENSG00000197956	1169.465
ENSG00000197958	856.022
ENSG00000197959	6.178
ENSG00000197961	13.847
ENSG00000197965	126.418
ENSG00000197969	23.393
ENSG00000197971	15.765
ENSG00000197976	20.72
ENSG00000197977	3.428
ENSG00000197978	1.862
ENSG00000197980	1.41
ENSG00000197982	38.865
ENSG00000197992	7.107
ENSG00000197993	16.552
ENSG00000198000	27.12
ENSG00000198001	18.698
ENSG00000198003	1.337
ENSG00000198010	2.519
ENSG00000198015	99.233
ENSG00000198018	2.403
ENSG00000198021	0.061
ENSG00000198026	12.56
ENSG00000198028	0.178
ENSG00000198033	0.036
ENSG00000198034	593.556
ENSG00000198039	3.982
ENSG00000198040	26.079
ENSG00000198042	10.882
ENSG00000198046	7.351
ENSG00000198049	0.35
ENSG00000198053	12.833
ENSG00000198055	23.348
ENSG00000198056	15.973
ENSG00000198060	61.6
ENSG00000198062	0.02
ENSG00000198064	0.974
ENSG00000198074	101.315
ENSG00000198075	25.856
ENSG00000198077	0.531
ENSG00000198081	10.619
ENSG00000198083	0.493
ENSG00000198087	20.404
ENSG00000198088	5.493
ENSG00000198089	27.111
ENSG00000198090	0.036
ENSG00000198092	0.969
ENSG00000198093	10.615
ENSG00000198099	1.078
ENSG00000198104	0
ENSG00000198105	7.743
ENSG00000198108	1.701
ENSG00000198113	1.717
ENSG00000198121	22.522
ENSG00000198125	18.29
ENSG00000198128	0.003
ENSG00000198129	0.134
ENSG00000198130	67.863
ENSG00000198131	28.832
ENSG00000198133	7.738
ENSG00000198142	24.97
ENSG00000198146	83.373
ENSG00000198156	0.309
ENSG00000198157	18.456
ENSG00000198160	39
ENSG00000198162	17.917
ENSG00000198168	21.969
ENSG00000198169	5.093
ENSG00000198171	58.738
ENSG00000198173	0.025
ENSG00000198176	40.735
ENSG00000198178	0.257
ENSG00000198182	6.079
ENSG00000198183	71.151
ENSG00000198185	13.598
ENSG00000198189	14.145
ENSG00000198198	10.956
ENSG00000198203	2.667
ENSG00000198205	4.283
ENSG00000198208	1.982
ENSG00000198216	0.832
ENSG00000198218	51.661
ENSG00000198223	25.624
ENSG00000198231	54.217
ENSG00000198242	1415.015
ENSG00000198246	9.178
ENSG00000198252	6.443
ENSG00000198258	754.055
ENSG00000198265	29.266
ENSG00000198270	15.012
ENSG00000198271	0.077
ENSG00000198276	30.699
ENSG00000198283	0.09
ENSG00000198286	11.171
ENSG00000198298	1.985
ENSG00000198300	2.321
ENSG00000198301	33.553
ENSG00000198315	5.877
ENSG00000198324	3.731
ENSG00000198326	1.784
ENSG00000198331	9.773
ENSG00000198336	15.986
ENSG00000198342	4.526
ENSG00000198346	1.286
ENSG00000198353	0.828
ENSG00000198354	0.176
ENSG00000198355	260.915
ENSG00000198356	111.241
ENSG00000198363	45.944
ENSG00000198369	27.143
ENSG00000198373	25.579
ENSG00000198380	22.333
ENSG00000198382	58.922
ENSG00000198390	2.119
ENSG00000198393	9.478
ENSG00000198398	0.143
ENSG00000198399	55.432
ENSG00000198400	9.503
ENSG00000198408	113.012
ENSG00000198417	38.014
ENSG00000198420	17.785
ENSG00000198429	2.429
ENSG00000198431	41.456
ENSG00000198435	167.066
ENSG00000198440	4.656
ENSG00000198443	0.411
ENSG00000198445	0.034
ENSG00000198453	6.033
ENSG00000198455	9.037
ENSG00000198464	11.213
ENSG00000198466	9.051
ENSG00000198467	112.77
ENSG00000198471	0.221
ENSG00000198478	16.407
ENSG00000198482	7.242
ENSG00000198483	7.445
ENSG00000198488	0.172
ENSG00000198492	102.431
ENSG00000198498	21.678
ENSG00000198502	153.841
ENSG00000198513	4.761
ENSG00000198515	3.911
ENSG00000198517	12.489
ENSG00000198520	16.978
ENSG00000198521	10.19
ENSG00000198522	46.363
ENSG00000198523	2.059
ENSG00000198535	30.172
ENSG00000198538	12.967
ENSG00000198542	3.925
ENSG00000198546	45.814
ENSG00000198547	0.083
ENSG00000198551	8.824
ENSG00000198553	0.615
ENSG00000198554	5.46
ENSG00000198556	9.785
ENSG00000198561	132.082
ENSG00000198563	49.903
ENSG00000198569	0.281
ENSG00000198570	0.331
ENSG00000198573	0.773
ENSG00000198574	0.955
ENSG00000198576	14.395
ENSG00000198585	7.676
ENSG00000198586	24.381
ENSG00000198589	19.194
ENSG00000198597	0.284
ENSG00000198598	1.195
ENSG00000198601	0.008
ENSG00000198604	68.261
ENSG00000198610	0.464
ENSG00000198612	73.658
ENSG00000198624	12.111
ENSG00000198625	32.317
ENSG00000198626	1.133
ENSG00000198633	0.167
ENSG00000198642	13.231
ENSG00000198643	27.078
ENSG00000198646	12.313
ENSG00000198648	17.974
ENSG00000198650	1.708
ENSG00000198663	29.897
ENSG00000198668	426.627
ENSG00000198670	0.193
ENSG00000198673	2.224
ENSG00000198674	0.023
ENSG00000198677	35.105
ENSG00000198680	51.989
ENSG00000198681	0.048
ENSG00000198682	13.632
ENSG00000198689	6.275
ENSG00000198690	5.787
ENSG00000198691	6.339
ENSG00000198692	20.68
ENSG00000198695	1326.769
ENSG00000198700	22.975
ENSG00000198704	0.158
ENSG00000198707	15.167
ENSG00000198712	5356.642
ENSG00000198715	19.19
ENSG00000198718	20.163
ENSG00000198719	2.183
ENSG00000198720	4.369
ENSG00000198721	62.035
ENSG00000198722	27.194
ENSG00000198723	2.311
ENSG00000198727	2916.488
ENSG00000198728	45.721
ENSG00000198729	6.887
ENSG00000198730	37.624
ENSG00000198732	1.731
ENSG00000198734	1.236
ENSG00000198736	48.322
ENSG00000198739	0.507
ENSG00000198740	7.307
ENSG00000198742	13.682
ENSG00000198743	3.974
ENSG00000198746	12.325
ENSG00000198752	36.809
ENSG00000198753	1.005
ENSG00000198754	3.5
ENSG00000198755	839.172
ENSG00000198756	1.843
ENSG00000198758	1.189
ENSG00000198759	5.889
ENSG00000198763	1655.469
ENSG00000198765	0.839
ENSG00000198768	0.366
ENSG00000198771	9.012
ENSG00000198774	6.378
ENSG00000198780	3.311
ENSG00000198783	18.331
ENSG00000198785	0.21
ENSG00000198786	1108.793
ENSG00000198788	0.306
ENSG00000198791	134.198
ENSG00000198792	32.53
ENSG00000198793	14.505
ENSG00000198794	8.624
ENSG00000198795	14.161
ENSG00000198796	60.142
ENSG00000198797	2.253
ENSG00000198798	0.25
ENSG00000198799	5.008
ENSG00000198804	5747.7
ENSG00000198805	78.009
ENSG00000198807	87.303
ENSG00000198812	0.04
ENSG00000198814	12.035
ENSG00000198815	28.402
ENSG00000198816	14.691
ENSG00000198818	102.968
ENSG00000198821	26.699
ENSG00000198822	0.26
ENSG00000198824	9.464
ENSG00000198825	15.876
ENSG00000198826	2.076
ENSG00000198829	0.443
ENSG00000198830	820.924
ENSG00000198832	216.704
ENSG00000198833	28.44
ENSG00000198835	1.172
ENSG00000198836	29.535
ENSG00000198837	19.992
ENSG00000198838	23.385
ENSG00000198839	17.663
ENSG00000198840	3640.935
ENSG00000198841	9.949
ENSG00000198842	0.413
ENSG00000198843	207.881
ENSG00000198844	4.593
ENSG00000198846	8.943
ENSG00000198848	24.164
ENSG00000198851	67.781
ENSG00000198853	2.877
ENSG00000198854	4.854
ENSG00000198855	4.287
ENSG00000198856	117.799
ENSG00000198858	44.757
ENSG00000198860	32.784
ENSG00000198862	13.138
ENSG00000198863	9.004
ENSG00000198865	2.242
ENSG00000198870	1.418
ENSG00000198873	1.485
ENSG00000198874	13.057
ENSG00000198876	25.923
ENSG00000198879	8.613
ENSG00000198881	0.668
ENSG00000198883	0.134
ENSG00000198885	2.087
ENSG00000198886	3983.787
ENSG00000198887	43.279
ENSG00000198888	2139.185
ENSG00000198889	0.417
ENSG00000198890	22.861
ENSG00000198892	3.507
ENSG00000198894	13.445
ENSG00000198898	149.472
ENSG00000198899	4186.051
ENSG00000198900	51.261
ENSG00000198901	36.494
ENSG00000198908	3.026
ENSG00000198909	14.444
ENSG00000198910	1.732
ENSG00000198911	58.441
ENSG00000198912	20.037
ENSG00000198914	0.579
ENSG00000198915	10.418
ENSG00000198917	34.606
ENSG00000198918	1198.349
ENSG00000198919	14.885
ENSG00000198920	9.949
ENSG00000198924	5.342
ENSG00000198925	21.296
ENSG00000198929	2.643
ENSG00000198930	5.229
ENSG00000198931	189.039
ENSG00000198932	6.447
ENSG00000198933	3.704
ENSG00000198934	1.51
ENSG00000198937	93.817
ENSG00000198938	5810.113
ENSG00000198939	1.544
ENSG00000198944	6.246
ENSG00000198945	4.723
ENSG00000198947	25.395
ENSG00000198948	4.102
ENSG00000198951	15.216
ENSG00000198952	48.339
ENSG00000198954	29.321
ENSG00000198959	54.031
ENSG00000198960	25.575
ENSG00000198961	48.236
ENSG00000198963	0.952
ENSG00000198964	24.764
ENSG00000198965	0.18
ENSG00000198967	0.014
ENSG00000203326	4.975
ENSG00000203485	12.816
ENSG00000203499	10.52
ENSG00000203618	3.288
ENSG00000203661	0.051
ENSG00000203663	0.029
ENSG00000203666	13.632
ENSG00000203667	58.889
ENSG00000203668	4.206
ENSG00000203685	1.351
ENSG00000203697	4.824
ENSG00000203705	13.466
ENSG00000203710	0.305
ENSG00000203722	3.228
ENSG00000203724	3.531
ENSG00000203727	1.321
ENSG00000203730	0.228
ENSG00000203733	0.012
ENSG00000203734	0.53
ENSG00000203737	0.087
ENSG00000203740	0.21
ENSG00000203747	5.096
ENSG00000203756	0.094
ENSG00000203757	0.133
ENSG00000203760	38.18
ENSG00000203772	0.609
ENSG00000203778	28.959
ENSG00000203780	17.305
ENSG00000203782	24.591
ENSG00000203783	23.649
ENSG00000203784	1.076
ENSG00000203785	18.268
ENSG00000203786	0.335
ENSG00000203791	17.234
ENSG00000203795	0.037
ENSG00000203797	2.173
ENSG00000203805	2.895
ENSG00000203811	0
ENSG00000203814	5.071
ENSG00000203837	0.284
ENSG00000203852	2.41
ENSG00000203857	3.13
ENSG00000203859	3.167
ENSG00000203867	6.281
ENSG00000203870	0.201
ENSG00000203872	1.35
ENSG00000203877	1.396
ENSG00000203879	100.382
ENSG00000203880	26.35
ENSG00000203883	45.508
ENSG00000203896	31.09
ENSG00000203907	0.372
ENSG00000203908	3.626
ENSG00000203909	2.949
ENSG00000203910	0.046
ENSG00000203923	0.04
ENSG00000203926	1.633
ENSG00000203933	0.083
ENSG00000203942	0.018
ENSG00000203943	1.866
ENSG00000203950	69.624
ENSG00000203952	0.742
ENSG00000203963	0.086
ENSG00000203965	10.134
ENSG00000203970	0
ENSG00000203972	1.239
ENSG00000203985	0.706
ENSG00000203989	0.701
ENSG00000203995	3.988
ENSG00000204001	0.249
ENSG00000204006	0
ENSG00000204007	0.149
ENSG00000204010	0.392
ENSG00000204019	0.007
ENSG00000204020	1.814
ENSG00000204021	7.34
ENSG00000204022	0.266
ENSG00000204025	0.378
ENSG00000204033	0.04
ENSG00000204052	0.549
ENSG00000204060	4.053
ENSG00000204065	1.869
ENSG00000204070	31.929
ENSG00000204071	0.077
ENSG00000204084	10.197
ENSG00000204086	0.813
ENSG00000204099	0.374
ENSG00000204103	31.015
ENSG00000204104	9.832
ENSG00000204116	2.025
ENSG00000204120	28.582
ENSG00000204128	0.234
ENSG00000204130	11.775
ENSG00000204131	5.245
ENSG00000204136	3.352
ENSG00000204138	25.143
ENSG00000204140	0.343
ENSG00000204147	1.887
ENSG00000204149	4.958
ENSG00000204152	8.422
ENSG00000204160	20.395
ENSG00000204161	15.885
ENSG00000204165	1.792
ENSG00000204172	5.187
ENSG00000204174	0.209
ENSG00000204175	1.109
ENSG00000204176	3.548
ENSG00000204178	25.333
ENSG00000204179	2.598
ENSG00000204186	4.093
ENSG00000204193	0.012
ENSG00000204195	0.604
ENSG00000204209	31.549
ENSG00000204217	11.359
ENSG00000204219	15.198
ENSG00000204220	15.615
ENSG00000204227	6.286
ENSG00000204228	32.131
ENSG00000204231	5.93
ENSG00000204237	36.54
ENSG00000204246	0
ENSG00000204248	1.194
ENSG00000204252	27.212
ENSG00000204256	90.606
ENSG00000204257	166.006
ENSG00000204262	8.101
ENSG00000204264	256.723
ENSG00000204267	5.467
ENSG00000204271	8.993
ENSG00000204272	97.683
ENSG00000204278	3.499
ENSG00000204279	0.059
ENSG00000204287	4427.878
ENSG00000204290	0.067
ENSG00000204291	21.665
ENSG00000204296	0.031
ENSG00000204300	0.008
ENSG00000204301	3.46
ENSG00000204304	1.564
ENSG00000204305	2.985
ENSG00000204308	74.095
ENSG00000204310	9.844
ENSG00000204311	6.128
ENSG00000204314	0.164
ENSG00000204315	6.064
ENSG00000204316	75.889
ENSG00000204323	19.896
ENSG00000204334	1.097
ENSG00000204335	2.49
ENSG00000204344	13.806
ENSG00000204345	0.291
ENSG00000204347	1.605
ENSG00000204348	13.918
ENSG00000204351	9.989
ENSG00000204352	0.044
ENSG00000204356	63.936
ENSG00000204361	0.089
ENSG00000204363	0.661
ENSG00000204366	0.011
ENSG00000204370	104.095
ENSG00000204371	17.732
ENSG00000204379	0.219
ENSG00000204381	43.156
ENSG00000204382	0.857
ENSG00000204385	16.142
ENSG00000204386	21.96
ENSG00000204388	213.898
ENSG00000204389	340.548
ENSG00000204390	1.014
ENSG00000204392	52.397
ENSG00000204394	23.678
ENSG00000204396	1.616
ENSG00000204397	60.819
ENSG00000204403	0.381
ENSG00000204406	11.818
ENSG00000204410	1.76
ENSG00000204414	13.986
ENSG00000204420	0.503
ENSG00000204421	79.457
ENSG00000204424	0
ENSG00000204427	48.545
ENSG00000204428	3.102
ENSG00000204435	139.883
ENSG00000204438	13.295
ENSG00000204439	10.279
ENSG00000204442	0.798
ENSG00000204444	5.49
ENSG00000204449	0.975
ENSG00000204450	0.015
ENSG00000204463	16.566
ENSG00000204469	4.635
ENSG00000204472	42.195
ENSG00000204475	3.898
ENSG00000204478	0.485
ENSG00000204479	0.643
ENSG00000204480	1.015
ENSG00000204481	0.556
ENSG00000204482	13.844
ENSG00000204498	11.033
ENSG00000204501	0.854
ENSG00000204505	0.645
ENSG00000204510	1.316
ENSG00000204511	0.148
ENSG00000204514	22.486
ENSG00000204516	1.816
ENSG00000204518	0.219
ENSG00000204519	6.101
ENSG00000204520	3.932
ENSG00000204524	3.139
ENSG00000204525	934.022
ENSG00000204531	0.878
ENSG00000204532	0.963
ENSG00000204536	6.216
ENSG00000204538	70.687
ENSG00000204539	8.413
ENSG00000204540	4.164
ENSG00000204542	88.826
ENSG00000204544	1.033
ENSG00000204548	0.537
ENSG00000204560	16.048
ENSG00000204564	7.508
ENSG00000204568	63.299
